user_id,username,email,department,job_title,privilege_level,systems_access,last_login,days_inactive,is_active,hire_date,system_count,is_admin,is_power_user,is_service_account,tenure_days,total_events,night_access_count,weekend_access_count,after_hours_count,high_sensitivity_count,failed_login_count,export_count,admin_operation_count,unique_resource_count,identity_sprawl_score,stale_account_flag,new_hire_flag,new_hire_overaccess_flag,privileged_inactive_flag,orphaned_account_flag,service_account_risk,blast_radius_score,sensitive_access_ratio,after_hours_ratio,export_risk_score,admin_activity_score,failed_login_risk,identity_sprawl_risk,stale_account_risk,privilege_abuse_risk,service_account_risk_score,behavior_risk,data_access_risk,rule_hits,overall_risk_score,confidence_score,top_risk_reason,recommended_action,risk_level
USR00151,priya.white,priya.white@company.com,IT,Engineer,power-user,ServiceNow|EMAIL|SIEM|ADMIN_SYS,2026-04-02,18,True,2023-08-27,4,0,1,0,1021,12.0,4.0,0.0,6.0,7.0,1.0,2.0,5.0,7.0,34.0,0,0,0,0,0,0,8,0.5384615384615384,0.4615384615384615,10.0,25.0,4.0,10,0,8,0,20,30,4,51.76,66.67,Data Access,Review sensitive data access,MEDIUM
USR00152,diya.ghosh,diya.ghosh@company.com,Sales,Administrator,power-user,PROD_DB|AWS_IAM,2026-03-04,47,True,2024-03-22,2,0,1,0,813,4.0,1.0,0.0,2.0,1.0,0.0,1.0,1.0,2.0,14.0,1,0,0,0,0,0,4,0.2,0.4,5.0,5.0,0.0,0,0,8,0,10,0,2,16.47,33.33,Behavior,Investigate suspicious activity,LOW
USR00153,edward.rizzo,edward.rizzo@company.com,Security,Executive,user,Salesforce,2026-02-26,53,True,2025-05-02,1,0,0,0,407,3.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,3.0,11.0,1,0,0,0,0,0,1,0.0,0.75,0.0,0.0,0.0,0,0,0,10,20,0,2,23.53,33.33,Behavior,Investigate suspicious activity,LOW
USR00154,varun.petit,varun.petit@company.com,Executive,Manager,admin,Salesforce|EMAIL|Azure_AD|ServiceNow|AD,2026-03-16,35,True,2025-04-25,5,1,0,0,414,2.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,2.0,29.0,1,0,0,1,0,0,10,0.3333333333333333,0.6666666666666666,0.0,0.0,4.0,10,20,15,10,20,10,6,67.65,100.0,Stale Account,Disable dormant account,HIGH
USR00155,varun.colombo,varun.colombo@company.com,Sales,Administrator,admin,Azure_AD|AWS_IAM|ServiceNow|Okta|VPN|EMAIL,2026-03-16,35,True,2023-05-02,6,1,0,0,1138,3.0,2.0,0.0,3.0,2.0,0.0,1.0,1.0,2.0,34.0,1,0,0,1,0,0,12,0.5,0.75,5.0,5.0,0.0,25,20,15,10,20,10,6,76.47,100.0,Identity Sprawl,Review and remove excess access,HIGH
USR00156,amitabh.white,amitabh.white@company.com,Compliance,Lead,user,GCP|EMAIL,2026-03-07,44,True,2023-09-23,2,0,0,0,994,4.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,3.0,16.0,1,0,0,0,0,0,2,0.4,0.4,0.0,0.0,0.0,0,0,0,0,10,10,2,17.65,33.33,Behavior,Investigate suspicious activity,LOW
USR00157,shruti.rossi,shruti.rossi@company.com,IT,Lead,user,VPN,2026-03-31,20,True,2025-06-26,1,0,0,0,352,8.0,1.0,0.0,4.0,5.0,0.0,2.0,1.0,6.0,17.0,0,0,0,0,0,0,1,0.5555555555555556,0.4444444444444444,10.0,5.0,0.0,10,0,0,0,10,30,3,38.24,50.0,Data Access,Review sensitive data access,MEDIUM
USR00158,arjun.sanchez,arjun.sanchez@company.com,Compliance,Developer,user,Salesforce,2026-03-27,24,True,2025-01-05,1,0,0,0,524,13.0,4.0,0.0,6.0,8.0,1.0,0.0,4.0,7.0,19.0,0,0,0,0,0,0,1,0.5714285714285714,0.4285714285714285,0.0,20.0,4.0,10,0,0,0,20,30,3,44.12,50.0,Data Access,Review sensitive data access,MEDIUM
USR00159,fatima.lee,fatima.lee@company.com,Engineering,Analyst,user,GCP|AWS_IAM,2026-03-09,42,True,2023-06-02,2,0,0,0,1107,6.0,3.0,0.0,5.0,1.0,1.0,0.0,0.0,6.0,22.0,1,0,0,0,0,0,2,0.1428571428571428,0.7142857142857143,0.0,0.0,4.0,10,0,0,10,20,0,3,32.35,50.0,Behavior,Investigate suspicious activity,LOW
USR00160,kevin.rao,kevin.rao@company.com,Security,Analyst,user,PROD_DB|AWS_IAM,2026-03-04,47,True,2022-10-31,2,0,0,0,1321,6.0,1.0,0.0,2.0,3.0,0.0,2.0,1.0,4.0,18.0,1,0,0,0,0,0,2,0.4285714285714285,0.2857142857142857,10.0,5.0,0.0,0,0,0,0,0,10,1,8.82,16.67,Data Access,Review sensitive data access,LOW
USR00161,timothy.rao,timothy.rao@company.com,Security,Executive,user,ServiceNow|SIEM,2026-03-06,45,True,2023-01-15,2,0,0,0,1245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,Identity Sprawl,Review and remove excess access,LOW
USR00162,thomas.russo,thomas.russo@company.com,Security,Director,admin,Okta|EMAIL|Salesforce|GCP|AWS_IAM|SIEM,2026-03-17,34,True,2023-04-05,6,1,0,0,1165,3.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,2.0,34.0,1,0,0,1,0,0,12,0.75,0.0,0.0,10.0,0.0,25,20,15,0,0,20,4,58.82,66.67,Identity Sprawl,Review and remove excess access,MEDIUM
USR00163,sofia.rao,sofia.rao@company.com,Sales,Administrator,power-user,PROD_DB|Salesforce|AD,2026-03-31,20,True,2024-09-13,3,0,1,0,638,8.0,2.0,0.0,3.0,2.0,0.0,1.0,5.0,6.0,27.0,0,0,0,0,0,0,6,0.2222222222222222,0.3333333333333333,5.0,25.0,0.0,10,0,8,0,20,0,3,31.18,50.0,Behavior,Investigate suspicious activity,LOW
USR00164,anjali.sun,anjali.sun@company.com,Engineering,Developer,user,SIEM|AD,2026-03-14,37,True,2025-12-02,2,0,0,0,193,11.0,4.0,2.0,6.0,6.0,0.0,3.0,2.0,5.0,20.0,1,0,0,0,0,0,2,0.5,0.5,15.0,10.0,0.0,0,0,0,0,10,30,2,29.41,33.33,Data Access,Review sensitive data access,LOW
USR00165,paul.o'brien,paul.o'brien@company.com,Finance,Administrator,user,VPN,2026-02-25,54,True,2023-10-20,1,0,0,0,967,3.0,1.0,0.0,1.0,2.0,0.0,1.0,1.0,2.0,9.0,1,0,0,0,0,0,1,0.5,0.25,5.0,5.0,0.0,0,0,0,0,0,10,1,8.82,16.67,Data Access,Review sensitive data access,LOW
USR00166,amara.smith,amara.smith@company.com,Legal,Coordinator,power-user,EMAIL|SIEM,2026-03-26,25,True,2023-06-26,2,0,1,0,1083,10.0,3.0,0.0,4.0,5.0,1.0,2.0,2.0,7.0,24.0,0,0,0,0,0,0,4,0.4545454545454545,0.3636363636363636,10.0,10.0,4.0,10,0,8,0,10,20,4,40.0,66.67,Data Access,Review sensitive data access,MEDIUM
USR00167,michael.kelly,michael.kelly@company.com,Compliance,Architect,power-user,SIEM|EMAIL|VPN,2026-04-09,11,True,2022-11-13,3,0,1,0,1308,9.0,2.0,0.0,5.0,2.0,2.0,2.0,1.0,6.0,27.0,0,0,0,0,0,0,6,0.2,0.5,10.0,5.0,8.0,10,0,8,0,10,0,3,25.29,50.0,Identity Sprawl,Review and remove excess access,LOW
USR00168,amitabh.colombo,amitabh.colombo@company.com,Operations,Executive,power-user,ADMIN_SYS|ServiceNow|Salesforce,2026-03-04,47,True,2025-04-07,3,0,1,0,432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,6,0.0,0.0,0.0,0.0,0.0,0,0,8,0,0,0,1,7.65,16.67,Privilege Abuse,Apply least privilege review,LOW
USR00169,nadia.taylor,nadia.taylor@company.com,Operations,Executive,user,Salesforce,2026-04-12,8,True,2024-10-14,1,0,0,0,607,3.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,3.0,11.0,0,0,0,0,0,0,1,0.5,0.5,0.0,5.0,4.0,0,0,0,0,10,10,2,17.65,33.33,Behavior,Investigate suspicious activity,LOW
USR00170,sophia.smith,sophia.smith@company.com,Marketing,Administrator,user,Azure_AD,2026-02-28,51,True,2022-05-26,1,0,0,0,1479,4.0,1.0,1.0,2.0,4.0,0.0,0.0,2.0,2.0,9.0,1,0,0,0,0,0,1,0.8,0.4,0.0,10.0,0.0,0,0,0,0,10,20,2,23.53,33.33,Data Access,Review sensitive data access,LOW
USR00171,xiulan.schulz,xiulan.schulz@company.com,Finance,Administrator,power-user,VPN|Okta,2026-03-16,35,True,2025-08-22,2,0,1,0,295,5.0,1.0,0.0,4.0,1.0,1.0,0.0,1.0,3.0,16.0,1,0,0,0,0,0,4,0.1666666666666666,0.6666666666666666,0.0,5.0,4.0,0,0,8,10,20,0,3,31.18,50.0,Behavior,Investigate suspicious activity,LOW
USR00172,anjali.jo,anjali.jo@company.com,HR,Manager,service-account,SIEM|Okta,2026-03-10,41,True,2023-07-27,2,0,0,1,1052,8.0,1.0,0.0,1.0,4.0,0.0,1.0,3.0,7.0,24.0,1,0,0,0,0,1,2,0.4444444444444444,0.1111111111111111,5.0,15.0,0.0,10,0,0,30,10,10,4,47.06,66.67,Service Account,Validate automation ownership,MEDIUM
USR00173,christopher.meyer,christopher.meyer@company.com,Compliance,Director,service-account,VPN|Azure_AD,2026-03-19,32,True,2025-04-21,2,0,0,1,418,6.0,1.0,0.0,3.0,4.0,2.0,2.0,1.0,5.0,20.0,1,0,0,0,0,1,2,0.5714285714285714,0.4285714285714285,10.0,5.0,8.0,0,0,0,30,10,20,3,44.12,50.0,Service Account,Validate automation ownership,MEDIUM
USR00174,pooja.romano,pooja.romano@company.com,Executive,Coordinator,user,SIEM,2026-04-05,15,True,2024-02-16,1,0,0,0,848,6.0,1.0,0.0,4.0,3.0,0.0,0.0,1.0,5.0,15.0,0,0,0,0,0,0,1,0.4285714285714285,0.5714285714285714,0.0,5.0,0.0,0,0,0,10,20,10,3,32.35,50.0,Behavior,Investigate suspicious activity,LOW
USR00175,aditya.chen,aditya.chen@company.com,Compliance,Manager,user,SIEM|Salesforce,2026-04-12,8,True,2022-09-04,2,0,0,0,1378,4.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,4.0,18.0,0,0,0,0,0,0,2,0.6,0.2,0.0,5.0,0.0,0,0,0,0,0,20,1,14.71,16.67,Data Access,Review sensitive data access,LOW
USR00176,nisha.sharma,nisha.sharma@company.com,Finance,Engineer,admin,Okta|VPN|EMAIL|Azure_AD,2026-03-31,20,True,2025-05-24,4,1,0,0,385,11.0,5.0,0.0,6.0,6.0,1.0,3.0,1.0,7.0,34.0,0,0,0,0,0,0,8,0.5,0.5,15.0,5.0,4.0,10,0,15,0,10,30,4,50.0,66.67,Data Access,Review sensitive data access,MEDIUM
USR00177,timothy.mishra,timothy.mishra@company.com,Sales,Architect,power-user,Okta|AD|SIEM|ADMIN_SYS,2026-03-14,37,True,2022-12-27,4,0,1,0,1264,4.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,2.0,24.0,1,0,0,0,0,0,8,0.4,0.4,0.0,5.0,4.0,0,0,8,0,10,10,3,25.29,50.0,Behavior,Investigate suspicious activity,LOW
USR00178,sofia.ferrari,sofia.ferrari@company.com,Engineering,Engineer,user,ServiceNow|ADMIN_SYS,2026-03-12,39,True,2023-08-28,2,0,0,0,1020,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,12.0,1,0,0,0,0,0,2,0.5,0.0,0.0,0.0,0.0,0,0,0,0,0,10,1,8.82,16.67,Data Access,Review sensitive data access,LOW
USR00179,xiulan.sharma,xiulan.sharma@company.com,Sales,Developer,user,SIEM,2026-03-10,41,True,2024-02-07,1,0,0,0,857,5.0,2.0,0.0,3.0,2.0,0.0,1.0,3.0,4.0,13.0,1,0,0,0,0,0,1,0.3333333333333333,0.5,5.0,15.0,0.0,0,0,0,0,20,10,2,23.53,33.33,Behavior,Investigate suspicious activity,LOW
USR00180,nikhil.rodriguez,nikhil.rodriguez@company.com,Marketing,Coordinator,user,GCP,2026-03-06,45,True,2022-04-25,1,0,0,0,1510,4.0,1.0,1.0,3.0,1.0,0.0,1.0,1.0,3.0,11.0,1,0,0,0,0,0,1,0.2,0.6,5.0,5.0,0.0,0,0,0,10,20,0,2,23.53,33.33,Behavior,Investigate suspicious activity,LOW
USR00181,george.smith,george.smith@company.com,Marketing,Executive,power-user,PROD_DB|Salesforce,2026-03-05,46,True,2023-04-12,2,0,1,0,1158,7.0,2.0,0.0,3.0,3.0,0.0,1.0,0.0,6.0,22.0,1,0,0,0,0,0,4,0.375,0.375,5.0,0.0,0.0,10,0,8,0,10,10,4,34.12,66.67,Identity Sprawl,Review and remove excess access,LOW
USR00182,ronald.bhat,ronald.bhat@company.com,Sales,Engineer,user,PROD_DB|VPN,2026-03-11,40,True,2024-03-27,2,0,0,0,808,2.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,2.0,14.0,1,0,0,0,0,0,2,0.0,0.3333333333333333,0.0,5.0,8.0,0,0,0,0,10,0,1,8.82,16.67,Behavior,Investigate suspicious activity,LOW
USR00183,kenneth.johnson,kenneth.johnson@company.com,Engineering,Lead,user,Okta,2026-04-19,1,True,2024-04-22,1,0,0,0,782,11.0,4.0,1.0,5.0,6.0,1.0,3.0,3.0,6.0,17.0,0,0,0,0,0,0,1,0.5,0.4166666666666667,15.0,15.0,4.0,10,0,0,0,20,30,3,44.12,50.0,Data Access,Review sensitive data access,MEDIUM
USR00184,vikram.williams,vikram.williams@company.com,Marketing,Engineer,user,EMAIL|GCP,2026-03-21,30,True,2022-11-17,2,0,0,0,1304,6.0,1.0,0.0,3.0,1.0,1.0,0.0,1.0,5.0,20.0,0,0,0,0,0,0,2,0.1428571428571428,0.4285714285714285,0.0,5.0,4.0,0,0,0,0,10,0,1,8.82,16.67,Behavior,Investigate suspicious activity,LOW
USR00185,anthony.thompson,anthony.thompson@company.com,Marketing,Architect,user,SIEM,2026-03-08,43,True,2022-09-17,1,0,0,0,1365,7.0,4.0,0.0,4.0,4.0,2.0,1.0,0.0,5.0,15.0,1,0,0,0,0,0,1,0.5,0.5,5.0,0.0,8.0,0,0,0,0,10,10,2,17.65,33.33,Behavior,Investigate suspicious activity,LOW
USR00186,deepika.jang,deepika.jang@company.com,HR,Executive,user,Okta,2026-03-24,27,True,2024-10-28,1,0,0,0,593,6.0,2.0,1.0,4.0,2.0,1.0,0.0,2.0,5.0,15.0,0,0,0,0,0,0,1,0.2857142857142857,0.5714285714285714,0.0,10.0,4.0,0,0,0,10,20,0,2,23.53,33.33,Behavior,Investigate suspicious activity,LOW
USR00187,joshua.miller,joshua.miller@company.com,Sales,Coordinator,admin,PROD_DB|AD|Okta|ADMIN_SYS,2026-03-14,37,True,2023-08-14,4,1,0,0,1034,7.0,3.0,2.0,6.0,3.0,0.0,1.0,1.0,7.0,34.0,1,0,0,1,0,0,8,0.375,0.75,5.0,5.0,0.0,10,20,15,10,20,10,6,67.65,100.0,Stale Account,Disable dormant account,HIGH
USR00188,meera.schmidt,meera.schmidt@company.com,Marketing,Engineer,power-user,EMAIL|ADMIN_SYS|VPN,2026-03-06,45,True,2022-10-20,3,0,1,0,1332,12.0,5.0,1.0,6.0,6.0,0.0,1.0,6.0,7.0,29.0,1,0,0,0,0,0,6,0.4615384615384615,0.4615384615384615,5.0,30.0,0.0,10,0,8,0,20,20,4,45.88,66.67,Behavior,Investigate suspicious activity,MEDIUM
USR00189,meera.rizzo,meera.rizzo@company.com,Support,Manager,user,AD,2026-02-20,59,True,2023-11-17,1,0,0,0,939,7.0,1.0,0.0,1.0,4.0,1.0,0.0,2.0,3.0,11.0,1,0,0,0,0,0,1,0.5,0.125,0.0,10.0,4.0,0,0,0,0,0,10,1,8.82,16.67,Data Access,Review sensitive data access,LOW
USR00190,donald.hoffmann,donald.hoffmann@company.com,Executive,Director,user,AWS_IAM|EMAIL,2026-03-01,50,True,2025-02-02,2,0,0,0,496,7.0,1.0,2.0,3.0,6.0,0.0,1.0,1.0,5.0,20.0,1,0,0,0,0,0,2,0.75,0.375,5.0,5.0,0.0,0,0,0,0,10,30,2,29.41,33.33,Data Access,Review sensitive data access,LOW
USR00191,robert.nair,robert.nair@company.com,IT,Manager,user,Azure_AD,2026-04-10,10,True,2023-08-29,1,0,0,0,1019,4.0,1.0,2.0,3.0,2.0,0.0,1.0,0.0,3.0,11.0,0,0,0,0,0,0,1,0.4,0.6,5.0,0.0,0.0,0,0,0,10,20,10,3,32.35,50.0,Behavior,Investigate suspicious activity,LOW
USR00192,timothy.taylor,timothy.taylor@company.com,HR,Executive,user,Azure_AD|SIEM,2026-02-26,53,True,2025-07-31,2,0,0,0,317,3.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,3.0,16.0,1,0,0,0,0,0,2,0.25,0.25,5.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,Identity Sprawl,Review and remove excess access,LOW
USR00193,christopher.kang,christopher.kang@company.com,Executive,Coordinator,user,PROD_DB|Azure_AD,2026-04-09,11,True,2023-03-30,2,0,0,0,1171,5.0,1.0,0.0,1.0,5.0,1.0,0.0,2.0,4.0,18.0,0,0,0,0,0,0,2,0.8333333333333334,0.1666666666666666,0.0,10.0,4.0,0,0,0,0,0,30,1,20.59,16.67,Data Access,Review sensitive data access,LOW
USR00194,varun.taylor,varun.taylor@company.com,HR,Manager,user,ADMIN_SYS|Okta,2026-04-06,14,True,2024-11-30,2,0,0,0,560,3.0,0.0,1.0,2.0,1.0,0.0,0.0,2.0,3.0,16.0,0,0,0,0,0,0,2,0.25,0.5,0.0,10.0,0.0,0,0,0,0,10,0,1,8.82,16.67,Behavior,Investigate suspicious activity,LOW
USR00195,mark.becker,mark.becker@company.com,Engineering,Manager,user,VPN,2026-03-07,44,True,2025-09-17,1,0,0,0,269,6.0,3.0,2.0,5.0,5.0,0.0,2.0,3.0,3.0,11.0,1,0,0,0,0,0,1,0.7142857142857143,0.7142857142857143,10.0,15.0,0.0,0,0,0,10,30,30,3,50.0,50.0,Behavior,Investigate suspicious activity,MEDIUM
USR00196,anjali.jackson,anjali.jackson@company.com,Security,Manager,user,SIEM,2026-04-19,1,True,2022-09-01,1,0,0,0,1381,4.0,1.0,0.0,1.0,2.0,0.0,1.0,1.0,3.0,11.0,0,0,0,0,0,0,1,0.4,0.2,5.0,5.0,0.0,0,0,0,0,0,10,1,8.82,16.67,Data Access,Review sensitive data access,LOW
USR00197,kevin.white,kevin.white@company.com,HR,Developer,user,ADMIN_SYS|Okta,2026-04-06,14,True,2026-01-10,2,0,0,0,154,9.0,2.0,0.0,4.0,4.0,0.0,2.0,1.0,6.0,22.0,0,0,0,0,0,0,2,0.4,0.4,10.0,5.0,0.0,10,0,0,0,10,10,3,26.47,50.0,Identity Sprawl,Review and remove excess access,LOW
USR00198,joshua.gonzalez,joshua.gonzalez@company.com,Marketing,Developer,power-user,Salesforce|VPN,2026-03-22,29,True,2022-07-07,2,0,1,0,1437,2.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,12.0,0,0,0,0,0,0,4,0.6666666666666666,0.3333333333333333,5.0,0.0,0.0,0,0,8,0,10,20,3,31.18,50.0,Data Access,Review sensitive data access,LOW
USR00199,anjali.williams,anjali.williams@company.com,Compliance,Engineer,user,ADMIN_SYS,2026-04-19,1,True,2025-02-23,1,0,0,0,475,5.0,1.0,0.0,3.0,5.0,0.0,0.0,1.0,4.0,13.0,0,0,0,0,0,0,1,0.8333333333333334,0.5,0.0,5.0,0.0,0,0,0,0,10,30,2,29.41,33.33,Data Access,Review sensitive data access,LOW
USR00200,joseph.guo,joseph.guo@company.com,Compliance,Engineer,user,AWS_IAM|Azure_AD,2026-04-08,12,True,2024-10-31,2,0,0,0,590,9.0,4.0,0.0,5.0,5.0,0.0,1.0,2.0,6.0,22.0,0,0,0,0,0,0,2,0.5,0.5,5.0,10.0,0.0,10,0,0,0,10,20,3,32.35,50.0,Data Access,Review sensitive data access,LOW
USR00201,daniel.jackson,daniel.jackson@company.com,Operations,Manager,power-user,SIEM|AWS_IAM|Azure_AD,2026-03-24,27,True,2022-09-27,3,0,1,0,1355,4.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,4.0,23.0,0,0,0,0,0,0,6,0.2,0.2,10.0,0.0,0.0,0,0,8,0,0,0,1,7.65,16.67,Privilege Abuse,Apply least privilege review,LOW
USR00202,jason.white,jason.white@company.com,Security,Director,user,VPN,2026-03-03,48,True,2023-04-26,1,0,0,0,1144,5.0,2.0,1.0,3.0,4.0,0.0,1.0,0.0,4.0,13.0,1,0,0,0,0,0,1,0.6666666666666666,0.5,5.0,0.0,0.0,0,0,0,0,10,20,2,23.53,33.33,Data Access,Review sensitive data access,LOW
USR00203,zainab.moore,zainab.moore@company.com,Security,Specialist,admin,SIEM|VPN|AWS_IAM|ServiceNow|EMAIL|AD|GCP,2026-03-09,42,True,2024-06-13,7,1,0,0,730,7.0,1.0,0.0,3.0,3.0,1.0,2.0,3.0,5.0,45.0,1,0,0,1,0,0,14,0.375,0.375,10.0,15.0,4.0,40,20,15,0,20,10,5,76.47,83.33,Identity Sprawl,Review and remove excess access,HIGH
USR00204,christopher.rodriguez,christopher.rodriguez@company.com,Executive,Engineer,user,PROD_DB|ServiceNow,2026-03-23,28,True,2025-06-07,2,0,0,0,371,10.0,2.0,1.0,5.0,7.0,1.0,1.0,0.0,5.0,20.0,0,0,0,0,0,0,2,0.6363636363636364,0.4545454545454545,5.0,0.0,4.0,0,0,0,0,10,30,2,29.41,33.33,Data Access,Review sensitive data access,LOW
USR00205,paul.choi,paul.choi@company.com,Executive,Architect,power-user,Azure_AD|ADMIN_SYS|Salesforce,2026-04-01,19,True,2024-07-27,3,0,1,0,686,5.0,0.0,1.0,3.0,3.0,1.0,2.0,0.0,3.0,21.0,0,0,0,0,0,0,6,0.5,0.5,10.0,0.0,4.0,0,0,8,0,10,10,3,25.29,50.0,Behavior,Investigate suspicious activity,LOW
USR00206,fatima.gupta,fatima.gupta@company.com,Support,Analyst,user,EMAIL|Okta,2026-04-03,17,True,2023-03-11,2,0,0,0,1190,5.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,3.0,16.0,0,0,0,0,0,0,2,0.5,0.0,0.0,5.0,0.0,0,0,0,0,0,10,1,8.82,16.67,Data Access,Review sensitive data access,LOW
USR00207,joseph.young,joseph.young@company.com,IT,Architect,power-user,AWS_IAM|EMAIL|ADMIN_SYS|Azure_AD,2026-04-14,6,True,2023-11-27,4,0,1,0,929,3.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,3.0,26.0,0,0,0,0,0,0,8,0.5,0.0,5.0,5.0,0.0,0,0,8,0,0,10,2,16.47,33.33,Data Access,Review sensitive data access,LOW
USR00208,sanjana.moore,sanjana.moore@company.com,HR,Executive,service-account,Azure_AD|EMAIL,2026-03-03,48,True,2022-05-15,2,0,0,1,1490,6.0,1.0,0.0,1.0,4.0,1.0,1.0,1.0,5.0,20.0,1,0,0,0,0,1,2,0.5714285714285714,0.1428571428571428,5.0,5.0,4.0,0,0,0,30,0,20,2,35.29,33.33,Service Account,Validate automation ownership,MEDIUM
USR00209,nikhil.martinez,nikhil.martinez@company.com,Operations,Executive,user,SIEM|VPN,2026-03-14,37,True,2025-09-22,2,0,0,0,264,11.0,5.0,2.0,9.0,7.0,5.0,3.0,5.0,8.0,26.0,1,0,0,0,0,0,2,0.5833333333333334,0.75,15.0,25.0,20.0,10,0,0,10,50,40,4,76.47,66.67,Behavior,Investigate suspicious activity,HIGH
USR00210,charles.lopez,charles.lopez@company.com,Security,Director,user,Okta,2026-03-22,29,True,2025-07-20,1,0,0,0,328,20.0,8.0,1.0,9.0,15.0,1.0,5.0,4.0,9.0,23.0,0,0,0,0,0,0,1,0.7142857142857143,0.4285714285714285,25.0,20.0,4.0,10,0,0,0,20,55,3,58.82,50.0,Data Access,Review sensitive data access,MEDIUM
USR00211,rajesh.gupta,rajesh.gupta@company.com,Security,Administrator,user,Azure_AD,2026-04-08,12,True,2024-09-14,1,0,0,0,637,12.0,4.0,1.0,7.0,6.0,3.0,2.0,1.0,7.0,19.0,0,0,0,0,0,0,1,0.4615384615384615,0.5384615384615384,10.0,5.0,12.0,10,0,0,10,30,20,4,52.94,66.67,Behavior,Investigate suspicious activity,MEDIUM
USR00212,david.liu,david.liu@company.com,Engineering,Officer,power-user,SIEM|Azure_AD|ServiceNow|AD,2026-03-24,27,True,2022-08-10,4,0,1,0,1403,4.0,1.0,1.0,3.0,4.0,0.0,2.0,1.0,3.0,26.0,0,0,0,0,0,0,8,0.8,0.6,10.0,5.0,0.0,0,0,8,10,20,20,4,45.88,66.67,Behavior,Investigate suspicious activity,MEDIUM
USR00213,riya.colombo,riya.colombo@company.com,Sales,Lead,service-account,Salesforce,2026-03-10,41,True,2022-09-06,1,0,0,1,1376,5.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,5.0,15.0,1,0,0,0,0,0,1,0.3333333333333333,0.0,5.0,5.0,0.0,0,0,0,10,0,10,2,17.65,33.33,Service Account,Validate automation ownership,LOW
USR00214,ryan.sanchez,ryan.sanchez@company.com,Engineering,Lead,user,Azure_AD,2026-03-14,37,True,2024-06-26,1,0,0,0,717,10.0,3.0,2.0,5.0,8.0,0.0,2.0,2.0,5.0,15.0,1,0,0,0,0,0,1,0.7272727272727273,0.4545454545454545,10.0,10.0,0.0,0,0,0,0,10,30,2,29.41,33.33,Data Access,Review sensitive data access,LOW
USR00215,nikhil.choi,nikhil.choi@company.com,Engineering,Architect,power-user,Salesforce|VPN|PROD_DB,2026-03-20,31,True,2025-12-27,3,0,1,0,168,5.0,3.0,1.0,4.0,4.0,0.0,1.0,1.0,3.0,21.0,1,0,0,0,0,0,6,0.6666666666666666,0.6666666666666666,5.0,5.0,0.0,0,0,8,10,20,20,4,45.88,66.67,Behavior,Investigate suspicious activity,MEDIUM
USR00216,gary.lee,gary.lee@company.com,Operations,Specialist,user,SIEM|ADMIN_SYS,2026-04-08,12,True,2025-02-14,2,0,0,0,484,5.0,1.0,0.0,1.0,2.0,0.0,3.0,0.0,4.0,18.0,0,0,0,0,0,0,2,0.3333333333333333,0.1666666666666666,15.0,0.0,0.0,0,0,0,0,0,20,1,14.71,16.67,Data Access,Review sensitive data access,LOW
USR00217,rohan.hernandez,rohan.hernandez@company.com,Compliance,Executive,service-account,VPN|Salesforce,2026-03-14,37,True,2025-03-06,2,0,0,1,464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0,0,0,10,0,0,1,8.82,16.67,Service Account,Validate automation ownership,LOW
USR00218,zainab.garcia,zainab.garcia@company.com,Sales,Executive,power-user,EMAIL|AWS_IAM|Salesforce|GCP,2026-03-22,29,True,2024-09-03,4,0,1,0,648,13.0,4.0,1.0,7.0,10.0,4.0,2.0,3.0,6.0,32.0,0,0,0,0,0,0,8,0.7142857142857143,0.5,10.0,15.0,16.0,10,0,8,0,30,30,4,57.65,66.67,Behavior,Investigate suspicious activity,MEDIUM
USR00219,eric.iyer,eric.iyer@company.com,Legal,Analyst,user,AWS_IAM|AD,2026-03-31,20,True,2025-07-24,2,0,0,0,324,6.0,3.0,0.0,4.0,4.0,1.0,1.0,1.0,5.0,20.0,0,0,0,0,0,0,2,0.5714285714285714,0.5714285714285714,5.0,5.0,4.0,0,0,0,10,20,20,3,38.24,50.0,Behavior,Investigate suspicious activity,MEDIUM
