user_id,username,email,department,job_title,privilege_level,systems_access,last_login,days_inactive,is_active,hire_date,system_count,is_admin,is_power_user,is_service_account,tenure_days,total_events,night_access_count,weekend_access_count,after_hours_count,high_sensitivity_count,failed_login_count,export_count,admin_operation_count,unique_resource_count,identity_sprawl_score,stale_account_flag,new_hire_flag,new_hire_overaccess_flag,privileged_inactive_flag,orphaned_account_flag,service_account_risk,blast_radius_score,sensitive_access_ratio,after_hours_ratio,export_risk_score,admin_activity_score,failed_login_risk
USR00086,ryan.colombo,ryan.colombo@company.com,Engineering,Analyst,service-account,GCP|VPN,2026-03-02,49,True,2024-11-18,2,0,0,1,572,6.0,1.0,2.0,3.0,1.0,0.0,0.0,2.0,4.0,18.0,1,0,0,0,0,1,2,0.14285714285714285,0.42857142857142855,0.0,10.0,0.0
USR00087,aditya.taylor,aditya.taylor@company.com,Marketing,Manager,power-user,SIEM|VPN|ServiceNow,2026-03-23,28,True,2023-04-29,3,0,1,0,1141,13.0,0.0,2.0,4.0,6.0,2.0,0.0,1.0,8.0,31.0,0,0,0,0,0,0,6,0.42857142857142855,0.2857142857142857,0.0,5.0,8.0
USR00088,william.jang,william.jang@company.com,Engineering,Engineer,admin,ServiceNow|VPN|EMAIL|AD,2026-03-15,36,True,2024-10-14,4,1,0,0,607,6.0,2.0,0.0,2.0,3.0,0.0,0.0,3.0,5.0,30.0,1,0,0,1,0,0,8,0.42857142857142855,0.2857142857142857,0.0,15.0,0.0
USR00089,isha.chen,isha.chen@company.com,Compliance,Coordinator,service-account,Salesforce|ServiceNow,2026-04-02,18,True,2025-06-09,2,0,0,1,369,5.0,2.0,0.0,2.0,3.0,0.0,0.0,0.0,5.0,20.0,0,0,0,0,0,0,2,0.5,0.3333333333333333,0.0,0.0,0.0
USR00090,neha.o'brien,neha.o'brien@company.com,Finance,Officer,admin,Azure_AD|VPN|AD|PROD_DB,2026-02-22,57,True,2024-07-03,4,1,0,0,710,5.0,1.0,0.0,2.0,1.0,2.0,0.0,2.0,4.0,28.0,1,0,0,1,0,0,8,0.16666666666666666,0.3333333333333333,0.0,10.0,8.0
USR00091,steven.thompson,steven.thompson@company.com,Support,Lead,power-user,AD|PROD_DB,2026-03-25,26,True,2023-02-06,2,0,1,0,1223,12.0,4.0,1.0,9.0,6.0,2.0,4.0,2.0,6.0,22.0,0,0,0,0,0,0,4,0.46153846153846156,0.6923076923076923,20.0,10.0,8.0
USR00092,charles.sullivan,charles.sullivan@company.com,IT,Executive,user,ADMIN_SYS,2026-03-23,28,True,2025-12-05,1,0,0,0,190,9.0,2.0,2.0,5.0,6.0,1.0,3.0,0.0,7.0,19.0,0,0,0,0,0,0,1,0.6,0.5,15.0,0.0,4.0
USR00093,nadia.muller,nadia.muller@company.com,Sales,Director,user,PROD_DB,2026-03-05,46,True,2024-02-07,1,0,0,0,857,8.0,2.0,2.0,8.0,6.0,0.0,1.0,3.0,6.0,17.0,1,0,0,0,0,0,1,0.6666666666666666,0.8888888888888888,5.0,15.0,0.0
USR00094,donald.schulz,donald.schulz@company.com,Sales,Officer,user,VPN,2026-03-23,28,True,2024-01-04,1,0,0,0,891,10.0,3.0,3.0,6.0,9.0,1.0,2.0,7.0,5.0,15.0,0,0,0,0,0,0,1,0.8181818181818182,0.5454545454545454,10.0,35.0,4.0
USR00095,priya.petit,priya.petit@company.com,HR,Architect,user,ADMIN_SYS,2026-03-31,20,True,2023-04-28,1,0,0,0,1142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0
USR00096,edward.thomas,edward.thomas@company.com,Operations,Officer,service-account,ServiceNow,2026-03-27,24,True,2023-04-08,1,0,0,1,1162,3.0,1.0,0.0,2.0,2.0,0.0,1.0,1.0,3.0,11.0,0,0,0,0,0,0,1,0.5,0.5,5.0,5.0,0.0
USR00097,leila.lopez,leila.lopez@company.com,IT,Executive,user,EMAIL|VPN,2026-03-08,43,True,2025-01-27,2,0,0,0,502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0
USR00098,jason.white,jason.white@company.com,Compliance,Lead,power-user,Okta|Azure_AD|AWS_IAM,2026-02-27,52,True,2023-04-03,3,0,1,0,1167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,6,0.0,0.0,0.0,0.0,0.0
USR00099,maria.bianchi,maria.bianchi@company.com,Marketing,Officer,service-account,ADMIN_SYS,2026-03-11,40,True,2025-10-01,1,0,0,1,255,7.0,3.0,1.0,4.0,6.0,0.0,0.0,3.0,4.0,13.0,1,0,0,0,0,1,1,0.75,0.5,0.0,15.0,0.0
USR00100,aisha.hernandez,aisha.hernandez@company.com,Security,Manager,user,EMAIL,2026-03-19,32,True,2026-01-09,1,0,0,0,155,6.0,3.0,0.0,6.0,0.0,2.0,3.0,1.0,5.0,15.0,1,0,0,0,0,0,1,0.0,0.8571428571428571,15.0,5.0,8.0
USR00101,paul.hoffmann,paul.hoffmann@company.com,Finance,Director,user,EMAIL,2026-04-15,5,True,2024-04-16,1,0,0,0,788,4.0,0.0,0.0,1.0,3.0,0.0,1.0,2.0,4.0,13.0,0,0,0,0,0,0,1,0.6,0.2,5.0,10.0,0.0
USR00102,william.garcia,william.garcia@company.com,Engineering,Administrator,power-user,ADMIN_SYS|AD,2026-04-05,15,True,2022-12-30,2,0,1,0,1261,6.0,1.0,2.0,3.0,4.0,1.0,1.0,1.0,4.0,18.0,0,0,0,0,0,0,4,0.5714285714285714,0.42857142857142855,5.0,5.0,4.0
USR00103,priya.garcia,priya.garcia@company.com,Support,Specialist,user,EMAIL,2026-04-02,18,True,2025-09-11,1,0,0,0,275,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,9.0,0,0,0,0,0,0,1,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0
USR00104,jeffrey.ghosh,jeffrey.ghosh@company.com,Marketing,Administrator,user,ServiceNow|ADMIN_SYS,2026-03-17,34,True,2023-12-18,2,0,0,0,908,7.0,1.0,0.0,2.0,3.0,3.0,3.0,1.0,5.0,20.0,1,0,0,0,0,0,2,0.375,0.25,15.0,5.0,12.0
USR00105,gary.murphy,gary.murphy@company.com,Security,Analyst,power-user,AWS_IAM|AD,2026-03-20,31,True,2023-06-09,2,0,1,0,1100,7.0,2.0,0.0,2.0,3.0,1.0,2.0,3.0,5.0,20.0,1,0,0,0,0,0,4,0.375,0.25,10.0,15.0,4.0
USR00106,sanjana.quinn,sanjana.quinn@company.com,Sales,Engineer,user,EMAIL|AD,2026-03-12,39,True,2024-07-30,2,0,0,0,683,8.0,3.0,0.0,3.0,4.0,1.0,0.0,1.0,6.0,22.0,1,0,0,0,0,0,2,0.4444444444444444,0.3333333333333333,0.0,5.0,4.0
USR00107,daniel.anderson,daniel.anderson@company.com,Finance,Manager,power-user,GCP|AWS_IAM|EMAIL,2026-03-05,46,True,2024-12-26,3,0,1,0,534,2.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,2.0,19.0,1,0,0,0,0,0,6,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0
USR00108,xiulan.romano,xiulan.romano@company.com,Sales,Engineer,user,VPN,2026-03-21,30,True,2022-05-25,1,0,0,0,1480,3.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,2.0,9.0,0,0,0,0,0,0,1,0.5,0.25,5.0,0.0,0.0
USR00109,richard.martinez,richard.martinez@company.com,HR,Specialist,user,Salesforce|ServiceNow,2026-02-23,56,True,2022-06-13,2,0,0,0,1461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0
USR00110,joshua.bhat,joshua.bhat@company.com,Operations,Executive,user,ADMIN_SYS,2026-03-23,28,True,2025-04-04,1,0,0,0,435,6.0,3.0,0.0,3.0,3.0,0.0,1.0,3.0,5.0,15.0,0,0,0,0,0,0,1,0.42857142857142855,0.42857142857142855,5.0,15.0,0.0
USR00111,james.sharma,james.sharma@company.com,Security,Coordinator,admin,PROD_DB|EMAIL|ADMIN_SYS|ServiceNow,2026-03-23,28,True,2022-05-22,4,1,0,0,1483,3.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,26.0,0,0,0,0,0,0,8,0.25,0.0,10.0,0.0,0.0
USR00112,ryan.rao,ryan.rao@company.com,Marketing,Officer,user,Okta|AD,2026-02-25,54,True,2025-09-04,2,0,0,0,282,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,14.0,1,0,0,0,0,0,2,0.0,0.3333333333333333,0.0,0.0,0.0
USR00113,aisha.lewis,aisha.lewis@company.com,Security,Coordinator,service-account,ADMIN_SYS,2026-03-12,39,True,2025-03-14,1,0,0,1,456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0
USR00114,anjali.romano,anjali.romano@company.com,Sales,Analyst,power-user,AWS_IAM|PROD_DB|GCP|EMAIL,2026-04-12,8,True,2023-11-22,4,0,1,0,934,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,22.0,0,0,0,0,0,0,8,0.0,0.0,0.0,0.0,0.0
USR00115,steven.becker,steven.becker@company.com,Sales,Engineer,user,ServiceNow|ADMIN_SYS,2026-04-20,0,True,2022-04-27,2,0,0,0,1508,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,12.0,0,0,0,0,0,0,2,0.0,0.3333333333333333,5.0,0.0,0.0
USR00116,nikhil.fischer,nikhil.fischer@company.com,Engineering,Coordinator,user,Azure_AD|ADMIN_SYS,2026-03-26,25,True,2025-10-01,2,0,0,0,255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0
USR00117,richard.kelly,richard.kelly@company.com,Marketing,Lead,power-user,SIEM|ServiceNow,2026-04-09,11,True,2024-03-17,2,0,1,0,818,9.0,1.0,1.0,5.0,4.0,2.0,2.0,1.0,5.0,20.0,0,0,0,0,0,0,4,0.4,0.5,10.0,5.0,8.0
USR00118,michael.quinn,michael.quinn@company.com,Operations,Executive,user,EMAIL,2026-03-01,50,True,2024-01-27,1,0,0,0,868,5.0,2.0,0.0,2.0,3.0,2.0,1.0,2.0,5.0,15.0,1,0,0,0,0,0,1,0.5,0.3333333333333333,5.0,10.0,8.0
USR00119,thomas.muller,thomas.muller@company.com,Operations,Specialist,user,Salesforce|ADMIN_SYS,2026-03-26,25,True,2024-04-07,2,0,0,0,797,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0
USR00120,david.sullivan,david.sullivan@company.com,Compliance,Lead,power-user,AWS_IAM|Azure_AD|Okta|Salesforce,2026-02-21,58,True,2024-07-01,4,0,1,0,712,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,24.0,1,0,0,0,0,0,8,0.6666666666666666,0.0,0.0,0.0,0.0
USR00121,joseph.perez,joseph.perez@company.com,Security,Coordinator,admin,AWS_IAM|Salesforce|ServiceNow|GCP,2026-03-15,36,True,2023-09-05,4,1,0,0,1012,7.0,2.0,2.0,5.0,7.0,0.0,1.0,0.0,4.0,28.0,1,0,0,1,0,0,8,0.875,0.625,5.0,0.0,0.0
USR00122,nisha.li,nisha.li@company.com,Marketing,Manager,admin,Okta|PROD_DB|EMAIL|Salesforce|ServiceNow|AD,2026-03-08,43,True,2024-09-15,6,1,0,0,636,8.0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,6.0,42.0,1,0,0,1,0,0,12,0.2222222222222222,0.4444444444444444,5.0,5.0,4.0
USR00123,paul.lee,paul.lee@company.com,Finance,Specialist,user,SIEM,2026-03-17,34,True,2022-05-08,1,0,0,0,1497,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,1,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0
USR00124,david.russo,david.russo@company.com,IT,Manager,user,VPN,2026-03-20,31,True,2024-07-06,1,0,0,0,707,5.0,2.0,0.0,2.0,3.0,0.0,2.0,3.0,4.0,13.0,1,0,0,0,0,0,1,0.5,0.3333333333333333,10.0,15.0,0.0
USR00125,kenneth.verma,kenneth.verma@company.com,Marketing,Coordinator,admin,SIEM|AWS_IAM|Azure_AD|EMAIL|Okta|GCP,2026-03-08,43,True,2024-08-12,6,1,0,0,670,8.0,3.0,2.0,5.0,6.0,1.0,3.0,1.0,6.0,42.0,1,0,0,1,0,0,12,0.6666666666666666,0.5555555555555556,15.0,5.0,4.0
USR00126,mark.patel,mark.patel@company.com,Operations,Developer,admin,ADMIN_SYS|AD|Okta|ServiceNow|GCP,2026-03-29,22,True,2025-01-22,5,1,0,0,507,11.0,3.0,0.0,3.0,5.0,3.0,6.0,1.0,7.0,39.0,0,0,0,0,0,0,10,0.4166666666666667,0.25,30.0,5.0,12.0
USR00127,amitabh.davis,amitabh.davis@company.com,Security,Executive,user,Salesforce,2026-03-29,22,True,2025-05-19,1,0,0,0,390,4.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0,4.0,13.0,0,0,0,0,0,0,1,0.4,0.4,0.0,5.0,0.0
USR00128,michael.rossi,michael.rossi@company.com,Marketing,Developer,user,ADMIN_SYS,2026-04-07,13,True,2024-01-04,1,0,0,0,891,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,7.0,0,0,0,0,0,0,1,0.5,0.5,0.0,0.0,0.0
USR00129,sanjana.burke,sanjana.burke@company.com,Legal,Engineer,user,PROD_DB,2026-04-03,17,True,2022-09-09,1,0,0,0,1373,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,7.0,0,0,0,0,0,0,1,0.0,0.3333333333333333,0.0,0.0,0.0
USR00130,jeffrey.garcia,jeffrey.garcia@company.com,HR,Specialist,user,ADMIN_SYS|VPN,2026-04-18,2,True,2025-08-30,2,0,0,0,287,5.0,3.0,0.0,3.0,1.0,0.0,0.0,2.0,4.0,18.0,0,0,0,0,0,0,2,0.16666666666666666,0.5,0.0,10.0,0.0
USR00131,david.yang,david.yang@company.com,Engineering,Coordinator,user,EMAIL,2026-03-16,35,True,2022-06-08,1,0,0,0,1466,4.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,3.0,11.0,1,0,0,0,0,0,1,0.0,0.2,0.0,10.0,8.0
USR00132,xiulan.lim,xiulan.lim@company.com,Security,Director,user,ServiceNow,2026-02-20,59,True,2022-10-02,1,0,0,0,1350,3.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,9.0,1,0,0,0,0,0,1,0.0,0.5,0.0,10.0,0.0
USR00133,fatima.patel,fatima.patel@company.com,Compliance,Director,user,AD|GCP,2026-04-19,1,True,2025-01-31,2,0,0,0,498,5.0,0.0,2.0,3.0,2.0,0.0,1.0,1.0,4.0,18.0,0,0,0,0,0,0,2,0.3333333333333333,0.5,5.0,5.0,0.0
USR00134,richard.li,richard.li@company.com,Marketing,Architect,user,Salesforce,2026-03-15,36,True,2023-11-18,1,0,0,0,938,11.0,6.0,0.0,7.0,7.0,9.0,1.0,1.0,5.0,15.0,1,0,0,0,0,0,1,0.5833333333333334,0.5833333333333334,5.0,5.0,36.0
USR00135,pooja.murphy,pooja.murphy@company.com,Sales,Director,user,PROD_DB,2026-02-25,54,True,2024-08-19,1,0,0,0,663,5.0,2.0,1.0,3.0,3.0,0.0,2.0,0.0,4.0,13.0,1,0,0,0,0,0,1,0.5,0.5,10.0,0.0,0.0
USR00136,maria.jo,maria.jo@company.com,Executive,Coordinator,user,GCP,2026-03-31,20,True,2024-09-05,1,0,0,0,646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0
USR00137,jason.dubois,jason.dubois@company.com,Operations,Director,user,AD,2026-02-20,59,True,2024-04-27,1,0,0,0,777,7.0,2.0,0.0,2.0,5.0,1.0,1.0,2.0,7.0,19.0,1,0,0,0,0,0,1,0.625,0.25,5.0,10.0,4.0
USR00138,pooja.lewis,pooja.lewis@company.com,Security,Lead,power-user,Okta|AWS_IAM,2026-03-02,49,True,2023-03-14,2,0,1,0,1187,3.0,2.0,1.0,3.0,3.0,0.0,0.0,1.0,3.0,16.0,1,0,0,0,0,0,4,0.75,0.75,0.0,5.0,0.0
USR00139,akshay.choi,akshay.choi@company.com,Marketing,Coordinator,power-user,SIEM|Okta|VPN|AWS_IAM,2026-03-20,31,True,2024-06-09,4,0,1,0,734,6.0,3.0,0.0,4.0,6.0,3.0,0.0,2.0,3.0,26.0,1,0,0,0,0,0,8,0.8571428571428571,0.5714285714285714,0.0,10.0,12.0
USR00140,riya.lim,riya.lim@company.com,Legal,Coordinator,user,EMAIL|Azure_AD,2026-03-16,35,True,2025-01-10,2,0,0,0,519,3.0,1.0,0.0,1.0,3.0,0.0,1.0,1.0,3.0,16.0,1,0,0,0,0,0,2,0.75,0.25,5.0,5.0,0.0
USR00141,richard.yang,richard.yang@company.com,HR,Administrator,power-user,ADMIN_SYS|ServiceNow|AWS_IAM|AD,2026-03-27,24,True,2025-01-16,4,0,1,0,513,11.0,3.0,0.0,3.0,9.0,1.0,3.0,3.0,6.0,32.0,0,0,0,0,0,0,8,0.75,0.25,15.0,15.0,4.0
USR00142,harsh.bernard,harsh.bernard@company.com,IT,Manager,user,AWS_IAM|SIEM,2026-03-25,26,True,2024-03-30,2,0,0,0,805,10.0,3.0,1.0,5.0,6.0,0.0,1.0,2.0,7.0,24.0,0,0,0,0,0,0,2,0.5454545454545454,0.45454545454545453,5.0,10.0,0.0
USR00143,maria.gonzalez,maria.gonzalez@company.com,Operations,Executive,user,Salesforce|Okta,2026-02-28,51,True,2023-11-13,2,0,0,0,943,13.0,4.0,3.0,8.0,7.0,1.0,2.0,3.0,8.0,26.0,1,0,0,0,0,0,2,0.5,0.5714285714285714,10.0,15.0,4.0
USR00144,amitabh.rossi,amitabh.rossi@company.com,Operations,Executive,user,VPN|EMAIL,2026-04-08,12,True,2025-08-15,2,0,0,0,302,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,12.0,0,0,0,0,0,0,2,0.0,0.5,0.0,5.0,0.0
USR00145,daniel.davis,daniel.davis@company.com,Marketing,Administrator,user,AWS_IAM|AD,2026-04-06,14,True,2025-06-12,2,0,0,0,366,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,14.0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0
USR00146,pooja.clark,pooja.clark@company.com,IT,Manager,user,GCP|Azure_AD,2026-03-05,46,True,2025-09-25,2,0,0,0,261,6.0,3.0,0.0,5.0,2.0,0.0,1.0,3.0,4.0,18.0,1,0,0,0,0,0,2,0.2857142857142857,0.7142857142857143,5.0,15.0,0.0
USR00147,anthony.davis,anthony.davis@company.com,Support,Lead,user,PROD_DB,2026-03-13,38,True,2025-03-15,1,0,0,0,455,7.0,3.0,2.0,5.0,2.0,2.0,0.0,0.0,6.0,17.0,1,0,0,0,0,0,1,0.25,0.625,0.0,0.0,8.0
USR00148,mark.hwang,mark.hwang@company.com,Engineering,Architect,user,PROD_DB|AWS_IAM,2026-04-10,10,True,2023-03-04,2,0,0,0,1197,9.0,1.0,2.0,4.0,4.0,2.0,4.0,1.0,7.0,24.0,0,0,0,0,0,0,2,0.4,0.4,20.0,5.0,8.0
USR00149,amara.sullivan,amara.sullivan@company.com,Legal,Specialist,admin,ServiceNow|ADMIN_SYS|Okta|AD,2026-03-12,39,True,2023-10-12,4,1,0,0,975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,8,0.0,0.0,0.0,0.0,0.0
USR00150,daniel.wagner,daniel.wagner@company.com,Security,Director,user,ADMIN_SYS,2026-02-25,54,True,2024-02-13,1,0,0,0,851,6.0,3.0,1.0,4.0,4.0,0.0,1.0,2.0,5.0,15.0,1,0,0,0,0,0,1,0.5714285714285714,0.5714285714285714,5.0,10.0,0.0
USR00151,priya.white,priya.white@company.com,IT,Engineer,power-user,ServiceNow|EMAIL|SIEM|ADMIN_SYS,2026-04-02,18,True,2023-08-27,4,0,1,0,1021,12.0,4.0,0.0,6.0,7.0,1.0,2.0,5.0,7.0,34.0,0,0,0,0,0,0,8,0.5384615384615384,0.46153846153846156,10.0,25.0,4.0
USR00152,diya.ghosh,diya.ghosh@company.com,Sales,Administrator,power-user,PROD_DB|AWS_IAM,2026-03-04,47,True,2024-03-22,2,0,1,0,813,4.0,1.0,0.0,2.0,1.0,0.0,1.0,1.0,2.0,14.0,1,0,0,0,0,0,4,0.2,0.4,5.0,5.0,0.0
USR00153,edward.rizzo,edward.rizzo@company.com,Security,Executive,user,Salesforce,2026-02-26,53,True,2025-05-02,1,0,0,0,407,3.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,3.0,11.0,1,0,0,0,0,0,1,0.0,0.75,0.0,0.0,0.0
USR00154,varun.petit,varun.petit@company.com,Executive,Manager,admin,Salesforce|EMAIL|Azure_AD|ServiceNow|AD,2026-03-16,35,True,2025-04-25,5,1,0,0,414,2.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,2.0,29.0,1,0,0,1,0,0,10,0.3333333333333333,0.6666666666666666,0.0,0.0,4.0
USR00155,varun.colombo,varun.colombo@company.com,Sales,Administrator,admin,Azure_AD|AWS_IAM|ServiceNow|Okta|VPN|EMAIL,2026-03-16,35,True,2023-05-02,6,1,0,0,1138,3.0,2.0,0.0,3.0,2.0,0.0,1.0,1.0,2.0,34.0,1,0,0,1,0,0,12,0.5,0.75,5.0,5.0,0.0
USR00156,amitabh.white,amitabh.white@company.com,Compliance,Lead,user,GCP|EMAIL,2026-03-07,44,True,2023-09-23,2,0,0,0,994,4.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,3.0,16.0,1,0,0,0,0,0,2,0.4,0.4,0.0,0.0,0.0
USR00157,shruti.rossi,shruti.rossi@company.com,IT,Lead,user,VPN,2026-03-31,20,True,2025-06-26,1,0,0,0,352,8.0,1.0,0.0,4.0,5.0,0.0,2.0,1.0,6.0,17.0,0,0,0,0,0,0,1,0.5555555555555556,0.4444444444444444,10.0,5.0,0.0
USR00158,arjun.sanchez,arjun.sanchez@company.com,Compliance,Developer,user,Salesforce,2026-03-27,24,True,2025-01-05,1,0,0,0,524,13.0,4.0,0.0,6.0,8.0,1.0,0.0,4.0,7.0,19.0,0,0,0,0,0,0,1,0.5714285714285714,0.42857142857142855,0.0,20.0,4.0
USR00159,fatima.lee,fatima.lee@company.com,Engineering,Analyst,user,GCP|AWS_IAM,2026-03-09,42,True,2023-06-02,2,0,0,0,1107,6.0,3.0,0.0,5.0,1.0,1.0,0.0,0.0,6.0,22.0,1,0,0,0,0,0,2,0.14285714285714285,0.7142857142857143,0.0,0.0,4.0
USR00160,kevin.rao,kevin.rao@company.com,Security,Analyst,user,PROD_DB|AWS_IAM,2026-03-04,47,True,2022-10-31,2,0,0,0,1321,6.0,1.0,0.0,2.0,3.0,0.0,2.0,1.0,4.0,18.0,1,0,0,0,0,0,2,0.42857142857142855,0.2857142857142857,10.0,5.0,0.0
USR00161,timothy.rao,timothy.rao@company.com,Security,Executive,user,ServiceNow|SIEM,2026-03-06,45,True,2023-01-15,2,0,0,0,1245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0
USR00162,thomas.russo,thomas.russo@company.com,Security,Director,admin,Okta|EMAIL|Salesforce|GCP|AWS_IAM|SIEM,2026-03-17,34,True,2023-04-05,6,1,0,0,1165,3.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,2.0,34.0,1,0,0,1,0,0,12,0.75,0.0,0.0,10.0,0.0
USR00163,sofia.rao,sofia.rao@company.com,Sales,Administrator,power-user,PROD_DB|Salesforce|AD,2026-03-31,20,True,2024-09-13,3,0,1,0,638,8.0,2.0,0.0,3.0,2.0,0.0,1.0,5.0,6.0,27.0,0,0,0,0,0,0,6,0.2222222222222222,0.3333333333333333,5.0,25.0,0.0
USR00164,anjali.sun,anjali.sun@company.com,Engineering,Developer,user,SIEM|AD,2026-03-14,37,True,2025-12-02,2,0,0,0,193,11.0,4.0,2.0,6.0,6.0,0.0,3.0,2.0,5.0,20.0,1,0,0,0,0,0,2,0.5,0.5,15.0,10.0,0.0
USR00165,paul.o'brien,paul.o'brien@company.com,Finance,Administrator,user,VPN,2026-02-25,54,True,2023-10-20,1,0,0,0,967,3.0,1.0,0.0,1.0,2.0,0.0,1.0,1.0,2.0,9.0,1,0,0,0,0,0,1,0.5,0.25,5.0,5.0,0.0
USR00166,amara.smith,amara.smith@company.com,Legal,Coordinator,power-user,EMAIL|SIEM,2026-03-26,25,True,2023-06-26,2,0,1,0,1083,10.0,3.0,0.0,4.0,5.0,1.0,2.0,2.0,7.0,24.0,0,0,0,0,0,0,4,0.45454545454545453,0.36363636363636365,10.0,10.0,4.0
USR00167,michael.kelly,michael.kelly@company.com,Compliance,Architect,power-user,SIEM|EMAIL|VPN,2026-04-09,11,True,2022-11-13,3,0,1,0,1308,9.0,2.0,0.0,5.0,2.0,2.0,2.0,1.0,6.0,27.0,0,0,0,0,0,0,6,0.2,0.5,10.0,5.0,8.0
USR00168,amitabh.colombo,amitabh.colombo@company.com,Operations,Executive,power-user,ADMIN_SYS|ServiceNow|Salesforce,2026-03-04,47,True,2025-04-07,3,0,1,0,432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,6,0.0,0.0,0.0,0.0,0.0
USR00169,nadia.taylor,nadia.taylor@company.com,Operations,Executive,user,Salesforce,2026-04-12,8,True,2024-10-14,1,0,0,0,607,3.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,3.0,11.0,0,0,0,0,0,0,1,0.5,0.5,0.0,5.0,4.0
USR00170,sophia.smith,sophia.smith@company.com,Marketing,Administrator,user,Azure_AD,2026-02-28,51,True,2022-05-26,1,0,0,0,1479,4.0,1.0,1.0,2.0,4.0,0.0,0.0,2.0,2.0,9.0,1,0,0,0,0,0,1,0.8,0.4,0.0,10.0,0.0
USR00171,xiulan.schulz,xiulan.schulz@company.com,Finance,Administrator,power-user,VPN|Okta,2026-03-16,35,True,2025-08-22,2,0,1,0,295,5.0,1.0,0.0,4.0,1.0,1.0,0.0,1.0,3.0,16.0,1,0,0,0,0,0,4,0.16666666666666666,0.6666666666666666,0.0,5.0,4.0
USR00172,anjali.jo,anjali.jo@company.com,HR,Manager,service-account,SIEM|Okta,2026-03-10,41,True,2023-07-27,2,0,0,1,1052,8.0,1.0,0.0,1.0,4.0,0.0,1.0,3.0,7.0,24.0,1,0,0,0,0,1,2,0.4444444444444444,0.1111111111111111,5.0,15.0,0.0
USR00173,christopher.meyer,christopher.meyer@company.com,Compliance,Director,service-account,VPN|Azure_AD,2026-03-19,32,True,2025-04-21,2,0,0,1,418,6.0,1.0,0.0,3.0,4.0,2.0,2.0,1.0,5.0,20.0,1,0,0,0,0,1,2,0.5714285714285714,0.42857142857142855,10.0,5.0,8.0
USR00174,pooja.romano,pooja.romano@company.com,Executive,Coordinator,user,SIEM,2026-04-05,15,True,2024-02-16,1,0,0,0,848,6.0,1.0,0.0,4.0,3.0,0.0,0.0,1.0,5.0,15.0,0,0,0,0,0,0,1,0.42857142857142855,0.5714285714285714,0.0,5.0,0.0
